folder_a,folder_b,unique_a,unique_b,common,ratio_min,jaccard,files_a,files_b
Paczki Infa/3 SEM/(BD) Bazy Danych/Wykłady,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Bazy Danych,58,121,53,0.9138,0.4206,59,126
III semestr 2024_2025/Databases/Exams/infa,Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady/Egzamin,23,33,21,0.9130,0.6000,23,33
III semestr 2024_2025/Databases/Exams/infa,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Bazy Danych/Egzamin,23,34,21,0.9130,0.5833,23,34
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/MEGAPAKA,227,796,207,0.9119,0.2537,230,1065
III semestr 2024_2025/Databases/Exams,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Bazy Danych/Egzamin,49,34,31,0.9118,0.5962,49,34
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Systemy Operacyjne,Paczki Infa/2 SEM,203,3638,185,0.9113,0.0506,208,4126
Paczki INFA/Paczka 2 sem. 23_24/Systemy Operacyjne,Paczki Infa/2 SEM,202,3638,184,0.9109,0.0503,207,4126
Paczka II sem. 21_22/Algorytmy i Struktury Danych,SEM2/AiSD_Algorytmy_i_Struktury_Danych/inne,187,11,10,0.9091,0.0532,199,11
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych,SEM2/AiSD_Algorytmy_i_Struktury_Danych/inne,331,11,10,0.9091,0.0301,350,11
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Algorytmy i Struktury Danych,SEM2/AiSD_Algorytmy_i_Struktury_Danych/inne,198,11,10,0.9091,0.0503,209,11
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Ćwiczenia/2018/kolokwium2/AKO 23 zadania/Zadanie 7,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Ćwiczenia/2018/kolokwium2/AKO 23 zadania/Zadanie 7,11,17,10,0.9091,0.5556,11,17
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Ćwiczenia/2018/kolokwium2/AKO 23 zadania/Zadanie 8,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Ćwiczenia/2018/kolokwium2/AKO 23 zadania/Zadanie 8,11,17,10,0.9091,0.5556,11,17
Paczka I sem. 22_23/Wytwarzanie Aplikacji Internetowych,Paczki INFA/Paczka 1 sem. 23_24/(WAI) Wytwarzania Aplikacji Internetowych,141,147,128,0.9078,0.8000,154,160
Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady,Paczki Infa/3 SEM,65,4091,59,0.9077,0.0144,66,11083
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/MEGAPAKA,242,796,219,0.9050,0.2674,245,1065
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Elektroniki i Metrologii/Elektronika,104,63,57,0.9048,0.5182,104,63
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka,2388,3352,2159,0.9041,0.6029,2654,3597
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów,Semestr 3 paczka,2388,3352,2159,0.9041,0.6029,2654,3597
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Elektronika,104,60,54,0.9000,0.4909,104,60
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/Labki,Paczki Infa/2 SEM/(UC) Układy Cyfrowe/Labki,40,43,36,0.9000,0.7660,40,43
I semestr 2024_2025/Operating Systems/Notes/Notateczki,I semestr 2024_2025/Operating Systems/Notes/Notateczki 2,34,20,18,0.9000,0.5000,34,20
Paczka I sem. 22_23/Wytwarzanie Aplikacji Internetowych/Notatki,Paczki INFA/Paczka 1 sem. 23_24/(WAI) Wytwarzania Aplikacji Internetowych/Notatki,20,20,18,0.9000,0.8182,20,20
II semestr 2024_2025/Numerical Methods/Lectures,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Slajdy (2018),18,10,9,0.9000,0.4737,18,10
Paczka II sem. 21_22/Programowanie Obiektowe/Programowanie/Symfonia C++ - programy/Liczby pierwsze/Liczby pierwsze/Debug,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/Programowanie/Symfonia C++ - programy/Liczby pierwsze/Liczby pierwsze/Debug,11,10,9,0.9000,0.7500,11,10
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/04. Układy czasowe/Lab4,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/4_UKLADY_CZASOWE/LAB4,10,15,9,0.9000,0.5625,10,15
Paczki Infa/3 SEM/(GK) Grafika Komputerowa/Kolokwium,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Grafika Komputerowa/Kolokwium,14,10,9,0.9000,0.6000,14,10
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe,Paczki Infa/2 SEM/(UC) Układy Cyfrowe,1005,68,61,0.8971,0.0603,1278,68
Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe,Paczki Infa/2 SEM/(UC) Układy Cyfrowe,964,68,61,0.8971,0.0628,1236,68
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/Matematyka Dyskretna,Paczki Infa,133,12980,119,0.8947,0.0092,141,22747
Paczki Infa/3 SEM/(PAA) Podstawy Analizy Algorytmów/Egzamin/Stare,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Podstawy Analizy Algorytmów/Kolokwia/Czyste Zadania,73,46,41,0.8913,0.5256,80,48
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Elektroniki i Metrologii,Paczki Infa/2 SEM,202,3638,180,0.8911,0.0492,207,4126
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/Kolosy,Paczki Infa/2 SEM/(UC) Układy Cyfrowe/Kolosy,9,13,8,0.8889,0.5714,9,13
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Przetwarzanie Rozproszone/Laby/Przykład 2 (2016)/setlersi/dist/run1547229832,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Przetwarzanie Rozproszone/Laby/Przykład 2 (2016)/setlersi/dist/run934282862,12,9,8,0.8889,0.6154,12,9
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/Matematyka Dyskretna,Paczki Infa/2 SEM,133,3638,118,0.8872,0.0323,141,4126
Paczki Infa/4 SEM/(SK) Sieci Komputerowe/Stara Paczka,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem,53,1980,47,0.8868,0.0237,53,2354
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/egzaminy,Paczki Infa/2 SEM/(AiSD) Algorytmy i Struktury Danych/Egzamin,25,17,15,0.8824,0.5556,25,17
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab07/Przykładowe rozwiązania/Przykład 2,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab07/Przykładowe rozwiązania/Przykład 3,21,17,15,0.8824,0.6522,21,17
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab07/Przykładowe rozwiązania/Przykład 3,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab07/Przykładowe rozwiązania/Przykład 4,17,20,15,0.8824,0.6818,17,20
Paczka I sem. 22_23/Humanistyka Dla Inżynierów,Paczki INFA/Paczka 1 sem. 23_24/(HDMI) Humanistyka dla Inżynierów,157,48,42,0.8750,0.2577,158,49
Paczka I sem. 22_23/Humanistyka Dla Inżynierów,Paczki Infa/1 SEM/(HDMI) Humanistyka dla Inżynierów,157,48,42,0.8750,0.2577,158,49
Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Bazy Danych/Wykład,65,24,21,0.8750,0.3088,66,25
Paczka I sem. 22_23/Hipertekst i Hipermedia,Paczka I sem./Hipertekst i Hipermedia,82,16,14,0.8750,0.1667,83,16
Paczki Infa/3 SEM/Memy,Paczki Infa/3 SEM/Stare Paczki/PAAczka/memes,47,16,14,0.8750,0.2857,47,16
Paczki Infa/3 SEM/Memy,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Podstawy Analizy Algorytmów/PAAczka/memes,47,16,14,0.8750,0.2857,47,16
Paczka II sem. 21_22/Matematyka Dyskretna/2020,Paczka II sem. 21_22/Matematyka Dyskretna/wykłady,24,8,7,0.8750,0.2800,24,8
Paczka II sem. 21_22/Układy Cyfrowe/UC kolo,Paczki Infa/2 SEM/(UC) Układy Cyfrowe/Kolosy,8,13,7,0.8750,0.5000,8,13
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06.liczniki scalone,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/liczniki scalone,8,9,7,0.8750,0.7000,8,9
Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Stara paczka/Projekt/ZESTAW 4 (2018)/jezykiProgramowania,Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Stara paczka/Slajdy/Mironowicz,11,8,7,0.8750,0.5833,11,8
Paczka II sem. 21_22,Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych,3406,331,288,0.8701,0.0835,3782,350
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 2,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (stare)/Projekt 2,23,35,20,0.8696,0.5263,24,35
Paczki Infa/4 SEM/(SK) Sieci Komputerowe/Stara Paczka,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Sieci Komputerowe,53,63,46,0.8679,0.6571,53,63
Paczki Infa/3 SEM/(AKO) Architektura Komputerów/Stara paczka,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka,1484,3352,1280,0.8625,0.3600,1701,3597
Paczki Infa/3 SEM/(AKO) Architektura Komputerów/Stara paczka,Semestr 3 paczka,1484,3352,1280,0.8625,0.3600,1701,3597
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22,1640,3671,1414,0.8622,0.3628,1868,4015
Paczki Infa/4 SEM/(MPwI) Metody Probabilistyczne w Informatyce/Stara Paczka/Egzamin,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Probabilistyczne w Informatyce/Egzamin,21,22,18,0.8571,0.7200,21,22
INF SEM 2/PF,Paczki Infa/2 SEM/StarePaczki/INF SEM 2/PF,14,14,12,0.8571,0.7500,14,14
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe,Paczki Infa/2 SEM/(PO) Programowanie Obiektowe,1322,14,12,0.8571,0.0091,1381,14
Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe,Paczki Infa/2 SEM/(PO) Programowanie Obiektowe,1304,14,12,0.8571,0.0092,1363,14
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika/Kolokwium/2014,SEM2/PEiM_Podstawy_Elektroniki_i_Metrologii/egzamin,7,10,6,0.8571,0.5455,7,10
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/06/EWB,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/Cw6/EWB,9,7,6,0.8571,0.6000,9,7
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Ćwiczenia/2017 i wcześniej/Zadania/Dziubich 2015/gr_7_cw2_utf,Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Ćwiczenia/2017 i wcześniej/Zadania/Dziubich_ćw_UTF,7,9,6,0.8571,0.6000,7,9
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Ćwiczenia/2018/kolokwium2/AKO 23 zadania/Zadanie 10/Debug,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Ćwiczenia/2018/kolokwium2/AKO 23 zadania/Zadanie 10/Debug,7,11,6,0.8571,0.5000,9,11
Paczki Infa/3 SEM/(GK) Grafika Komputerowa/Laby/L6,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Grafika Komputerowa/Laby/L6,7,8,6,0.8571,0.6667,7,8
Paczki Infa/4 SEM/(SK) Sieci Komputerowe/Stara Paczka/Książki,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem,7,1980,6,0.8571,0.0030,7,2354
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Przetwarzanie Rozproszone/Laby/Przykład 2 (2016)/setlersi/dist/run114774900,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Przetwarzanie Rozproszone/Laby/Przykład 2 (2016)/setlersi/dist/run1547229832,7,12,6,0.8571,0.4615,7,12
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Przetwarzanie Rozproszone/Laby/Przykład 2 (2016)/setlersi/dist/run114774900,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Przetwarzanie Rozproszone/Laby/Przykład 2 (2016)/setlersi/dist/run934282862,7,9,6,0.8571,0.6000,7,9
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Materiały (zgrane 2016-03-30 z komp. laboratoryjnego)/Czesc_1_PIC18F4520/cw3/template/cw3usart,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC,7,130,6,0.8571,0.0458,7,198
V semestr 2024_2025/(ETI) Tworzenie rozwiązań typu Big Data/Computer networks/archiwumNowickiWozniak/lectures/Nowicki,V semestr 2024_2025/(ETI) Tworzenie rozwiązań typu Big Data/Computer networks/archiwumNowickiWozniak/lectures/Ponumerowane,7,12,6,0.8571,0.4615,7,12
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka,1413,3352,1209,0.8556,0.3400,1629,3597
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka,Semestr 3 paczka,1413,3352,1209,0.8556,0.3400,1629,3597
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby,286,1016,244,0.8531,0.2306,348,1070
Paczki INFA,Paczki Infa,7682,12980,6541,0.8515,0.4632,12142,22747
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Elektroniki i Metrologii,226,202,172,0.8515,0.6719,232,207
Paczka II sem. 21_22/Matematyka Dyskretna,Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/Matematyka Dyskretna,171,133,113,0.8496,0.5916,178,141
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Ćwiczenia/2018/kolokwium2/AKO 23 zadania/Zadanie 10,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Ćwiczenia/2018/kolokwium2/AKO 23 zadania/Zadanie 10,13,17,11,0.8462,0.5789,15,17
Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Bazy Danych/Wykład,65,25,21,0.8400,0.3043,66,26
Paczki Infa/3 SEM/(BD) Bazy Danych/Wykłady,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Bazy Danych/Wykład,58,24,20,0.8333,0.3226,59,25
Paczki Infa/3 SEM/Memy/PAA,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22,12,3671,10,0.8333,0.0027,12,4015
AKO2020/LABY WEJŚCIÓWKI,Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/Instrukcje 2016,65,6,5,0.8333,0.0758,65,6
III semestr 2024_2025/Databases/Lectures/materialy od infy po polsku/School2,Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady/Slajdy/School2,6,6,5,0.8333,0.7143,6,7
INF SEM 2/PEiM/Egzaminy,Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Metrologia,6,100,5,0.8333,0.0495,6,100
INF SEM 2/PEiM/Egzaminy,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Metrologia,6,89,5,0.8333,0.0556,6,89
INF SEM 2/PEiM/Egzaminy,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Elektroniki i Metrologii/Metrologia,6,90,5,0.8333,0.0549,6,90
Paczka I sem./Hipertekst i Hipermedia/Laboratorium,Paczki INFA/Paczka 1 sem. 23_24/(HiH) Hipertekst i Hipermedia/Laby,6,45,5,0.8333,0.1087,6,46
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/04. Układy czasowe/4,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/04. Układy czasowe/Cudze/4,6,8,5,0.8333,0.5556,6,8
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/EXT,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/EXT,6,16,5,0.8333,0.2941,6,16
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/2019/lab_2/lab_2.1/lab_2.2,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby/2019/lab_2/lab_2.1/lab_2.2,6,6,5,0.8333,0.7143,6,6
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Lab/Labki (stare)/3/3,Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Lab/Labki (stare)/3/stare jakies,6,8,5,0.8333,0.5556,6,8
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Lab/Labki (stare)/3/stare jakies,Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Lab/Labki (stare)/inny zestaw/Laboratorium/4,8,6,5,0.8333,0.5556,8,6
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Jennic,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Materiały 3 (2016-05-25 z serwera mwave.eti.pg.gda.pl)/Pliki i dokumenty,8,6,5,0.8333,0.5556,8,6
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Materiały (zgrane 2016-03-30 z komp. laboratoryjnego)/Czesc_1_PIC18F4520,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC/headers,14,6,5,0.8333,0.3333,19,6
Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Bazy Danych,65,122,54,0.8308,0.4060,66,132
Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Bazy Danych,65,121,54,0.8308,0.4091,66,126
I semestr 2024_2025/Basics of Computer Programming/Exam,Paczki INFA/Paczka 1 sem. 23_24/(PP) Podstawy Programowania/Egzamin,35,55,29,0.8286,0.4754,36,55
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab07/Przykładowe rozwiązania/Przykład 1,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Laby/Lab07/Przykładowe rozwiązania/Przykład 3,20,17,14,0.8235,0.6087,20,17
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/egzamin,Paczki Infa/2 SEM,66,3638,54,0.8182,0.0148,67,4126
Paczka II sem. 21_22/Matematyka Dyskretna/ćwiczenia,Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/Matematyka Dyskretna,82,133,67,0.8171,0.4527,82,141
Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Projekty,Paczki Infa/3 SEM/(JP) Języki Programowania,92,238,75,0.8152,0.2941,106,280
Paczka I sem. 22_23/Wytwarzanie Aplikacji Internetowych/Egzaminy/2020_21/Zestaw 1/odpowiedzi,Paczka I sem. 22_23/Wytwarzanie Aplikacji Internetowych/Egzaminy/Odpowiedzi WAI/Paczka z odpowiedziami,16,72,13,0.8125,0.1733,16,72
Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/2019/lab_3,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby/2019/lab_3,137,137,111,0.8102,0.6810,145,145
Paczki Infa/3 SEM/Memy,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22,47,3671,38,0.8085,0.0103,47,4015
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/Matematyka Dyskretna,SEM2/MD_Matematyka_Dyskretna,133,93,75,0.8065,0.4967,141,93
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika/Wyklad,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Elektroniki i Metrologii,31,202,25,0.8065,0.1202,31,207
Paczki Infa/3 SEM/(BD) Bazy Danych/Wykłady,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Bazy Danych/Wykład,58,25,20,0.8000,0.3175,59,26
Paczka I sem. 22_23/Hipertekst i Hipermedia/Wykłady__dup2,Paczka I sem./Hipertekst i Hipermedia/Wykłady,15,10,8,0.8000,0.4706,15,10
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Slajdy/2016,Paczki Infa/3 SEM/(AKO) Architektura Komputerów/Stara paczka/AKO - grupa/Wykłady,10,17,8,0.8000,0.4211,10,17
Paczka I sem. 22_23/Algebra Liniowa/Kolokwia,Paczki INFA/Paczka 1 sem. 23_24/(AL) Algebra Liniowa/Kolokwia,5,39,4,0.8000,0.1000,5,39
Paczka II sem. 21_22/Algorytmy i Struktury Danych/Projekt/tarzan2,Paczka II sem. 21_22/Algorytmy i Struktury Danych/przykladowy projekt/AiSD-master/Projekty/4. Tarzan 2,6,5,4,0.8000,0.5714,6,5
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS/OPAMP_7T,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS/OPAMP_7T,5,6,4,0.8000,0.5714,5,6
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Lab/Labki (stare)/4/stare,Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Lab/Labki (stare)/inny zestaw/Laboratorium/5,8,5,4,0.8000,0.4444,8,5
Paczki Infa/3 SEM/(AKO) Architektura Komputerów/Stara paczka,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów,1484,2087,1178,0.7938,0.4923,1701,2237
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne,695,598,473,0.7910,0.5768,786,655
I semestr 2024_2025/Obowiązkowe kursy/Normalizacja,Paczka I sem. 22_23/Szkolenia/Normalizacja,57,38,30,0.7895,0.4615,58,38
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pip-9.0.3-py3.6.egg/pip/_vendor/requests,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pip-9.0.3-py3.6.egg/pip/_vendor,19,70,15,0.7895,0.2027,19,72
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów,1413,2087,1108,0.7841,0.4632,1629,2237
Paczki Infa/3 SEM/(PAA) Podstawy Analizy Algorytmów/Opracowania,Paczki Infa/3 SEM/Stare Paczki,23,3712,18,0.7826,0.0048,23,7816
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/Matematyka Dyskretna,SEM2/MD_Matematyka_Dyskretna/kolokwia,133,9,7,0.7778,0.0519,141,9
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/06,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/Cw6,22,26,17,0.7727,0.5484,22,26
I semestr 2024_2025/Operating Systems/Exams/Egzamin rok 2018 i starsze,Paczka II sem. 21_22/Systemy Operacyjne/egzamin,17,13,10,0.7692,0.5000,28,14
Paczki Infa/2 SEM/(AiSD) Algorytmy i Struktury Danych/Egzamin,SEM2/AiSD_Algorytmy_i_Struktury_Danych,17,210,13,0.7647,0.0607,17,212
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/04. Układy czasowe,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/4_UKLADY_CZASOWE,33,25,19,0.7600,0.4872,45,25
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare),Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (stare),165,204,125,0.7576,0.5123,183,211
Paczka II sem. 21_22/Algorytmy i Struktury Danych,Paczki Infa/2 SEM/(AiSD) Algorytmy i Struktury Danych,187,74,56,0.7568,0.2732,199,74
Paczki INFA/Paczka 3 sem. 23_24/(PAA) Podstawy Analizy Algorytmów/patologia (2023 pozdrawia),Paczki Infa/3 SEM/(PAA) Podstawy Analizy Algorytmów,37,151,28,0.7568,0.1750,38,159
